GZ1_OBJID,DR10_RELEASE,DR10_BRICKID,DR10_OBJID,LABEL
587739608089755751,10000,504985,2329,ANTICLOCKWISE
587739608090083668,10000,504988,2889,CLOCKWISE
587739608091001054,10000,504996,3579,ANTICLOCKWISE
587739608091656305,10000,505002,4081,ANTICLOCKWISE
587739608091721814,10000,505003,2182,ANTICLOCKWISE
587739608095850507,10000,501345,2403,ANTICLOCKWISE
587739608095850508,10000,501345,2271,ANTICLOCKWISE
587739608095850652,10000,501345,4270,ANTICLOCKWISE
587739608096243830,10000,501348,4492,ANTICLOCKWISE
587739608096833563,10000,500116,2918,ANTICLOCKWISE
587739608099127448,10000,495152,1483,ANTICLOCKWISE
587739608100110489,10000,492650,2283,ANTICLOCKWISE
587739608101486792,10000,487605,2882,CLOCKWISE
587739608102076553,10000,486339,1457,ANTICLOCKWISE
587739608102732068,10000,485070,637,ANTICLOCKWISE
587739608103059589,10000,483795,2539,ANTICLOCKWISE
587739608618696841,10000,496243,3276,ANTICLOCKWISE
587739608620925059,10000,501237,148,ANTICLOCKWISE
587739608621056051,10000,501238,3162,ANTICLOCKWISE
587739608623677581,10000,504958,1613,ANTICLOCKWISE
587739608624005235,10000,504961,1216,ANTICLOCKWISE
587739608628199539,10000,506225,3130,ANTICLOCKWISE
587739608628265015,10000,507448,2163,CLOCKWISE
587739608628658241,10000,507451,3777,CLOCKWISE
587739608629182522,10000,506234,6009,ANTICLOCKWISE
587739608629182525,10000,506234,5879,ANTICLOCKWISE
587739608632721528,10000,502580,3399,ANTICLOCKWISE
587739608633180190,10000,502584,3247,CLOCKWISE
587739608633180263,10000,502584,3868,ANTICLOCKWISE
587739608633245802,10000,502585,1221,ANTICLOCKWISE
587739608634818752,10000,498885,2268,CLOCKWISE
587739608636391626,10000,496406,4340,CLOCKWISE
587739608637309073,10000,493910,3026,CLOCKWISE
587739608638357668,10000,490140,3533,ANTICLOCKWISE
587739608639406226,10000,487615,1648,ANTICLOCKWISE
587739608639602792,10000,486345,2068,ANTICLOCKWISE
587739608639668361,10000,486345,4396,ANTICLOCKWISE
587739608640061508,10000,485074,1433,CLOCKWISE
587739609157599397,10000,502470,1080,ANTICLOCKWISE
587739609157730391,10000,502471,742,ANTICLOCKWISE
587739609158123619,10000,503706,3723,ANTICLOCKWISE
587739609158778970,10000,504941,4047,CLOCKWISE
587739609159696508,10000,506176,1433,ANTICLOCKWISE
587739609160482931,10000,507405,4606,ANTICLOCKWISE
587739609160548456,10000,507406,1349,CLOCKWISE
587739609163038850,10000,508648,1179,CLOCKWISE
587739609163497561,10000,508652,3224,ANTICLOCKWISE
587739609163890843,10000,508656,268,CLOCKWISE
587739609166839907,10000,508683,1091,ANTICLOCKWISE
587739609167364130,10000,507468,4599,ANTICLOCKWISE
587739609167364222,10000,508687,4209,ANTICLOCKWISE
587739609169526803,10000,505040,2744,CLOCKWISE
587739609170182319,10000,505046,4900,CLOCKWISE
587739609172148323,10000,501369,1282,ANTICLOCKWISE
587739609173983331,10000,496413,2608,CLOCKWISE
587739609691652216,10000,498729,829,ANTICLOCKWISE
587739609692700788,10000,499980,3509,ANTICLOCKWISE
587739609694470200,10000,504931,279,CLOCKWISE
587739609695191112,10000,506163,4539,ANTICLOCKWISE
587739609696632899,10000,508617,4145,ANTICLOCKWISE
587739609697747070,10000,509844,554,CLOCKWISE
587739609699647649,10000,511073,3433,CLOCKWISE
587739609699975250,10000,511076,1995,CLOCKWISE
587739609700171897,10000,511078,2551,CLOCKWISE
587739609700499646,10000,511081,4005,ANTICLOCKWISE
587739609701613662,10000,511091,2481,CLOCKWISE
587739609701613685,10000,511091,2882,ANTICLOCKWISE
587739609702400117,10000,511099,492,CLOCKWISE
587739609702531192,10000,511100,930,ANTICLOCKWISE
587739609705218190,10000,508696,3176,ANTICLOCKWISE
587739609707839605,10000,505053,4629,CLOCKWISE
587739610231341140,10000,507379,708,ANTICLOCKWISE
587739610235273315,10000,511062,984,CLOCKWISE
587739610235535470,10000,512272,3520,CLOCKWISE
587739610235666467,10000,512273,4728,CLOCKWISE
587739610236190836,10000,512278,2465,ANTICLOCKWISE
587739610236780683,10000,512284,956,ANTICLOCKWISE
587739610239402112,10000,512308,1144,ANTICLOCKWISE
587739610239533160,10000,513514,336,ANTICLOCKWISE
587739610243661969,10000,508711,3298,CLOCKWISE
587739610244120683,10000,507496,3552,ANTICLOCKWISE
587739610245824600,10000,505064,3843,CLOCKWISE
587739610249822294,10000,493928,2743,CLOCKWISE
587739610250674260,10000,491419,2333,CLOCKWISE
587739629557383335,10000,478667,2558,CLOCKWISE
587739629557383391,10000,478667,3717,CLOCKWISE
587739629559283823,10000,470889,4063,CLOCKWISE
587739630095040650,10000,477381,4928,CLOCKWISE
587739630632763973,10000,476095,2356,CLOCKWISE
587739630632828957,10000,476095,2910,CLOCKWISE
587739630633812153,10000,472203,2576,ANTICLOCKWISE
587739631169962153,10000,476098,3479,CLOCKWISE
587739631170224238,10000,476100,4870,ANTICLOCKWISE
587739631170879670,10000,472205,2823,ANTICLOCKWISE
587739631705522367,10000,483816,822,ANTICLOCKWISE
587739631706701981,10000,478685,3095,ANTICLOCKWISE
587739631707357336,10000,476103,3605,CLOCKWISE
587739631707422842,10000,476104,839,ANTICLOCKWISE
587739646199136447,10000,470596,2104,CLOCKWISE
587739646199922761,10000,473212,1629,CLOCKWISE
587739646202675286,10000,483567,1479,ANTICLOCKWISE
587739646203199602,10000,484850,2511,ANTICLOCKWISE
587739646206738562,10000,494998,4338,CLOCKWISE
587739646207721565,10000,496258,4483,CLOCKWISE
587739646208442564,10000,497513,5010,ANTICLOCKWISE
587739646208442578,10000,498759,70,ANTICLOCKWISE
587739646208835672,10000,498762,873,CLOCKWISE
587739646211719297,10000,502503,3644,CLOCKWISE
587739646735221081,10000,469279,4960,ANTICLOCKWISE
587739646735876246,10000,471900,4532,ANTICLOCKWISE
587739646738563164,10000,482276,4741,ANTICLOCKWISE
587739646738890823,10000,483560,4375,ANTICLOCKWISE
587739646738956411,10000,483562,180,CLOCKWISE
587739646739480703,10000,484844,2836,CLOCKWISE
587739646739611726,10000,486120,3972,ANTICLOCKWISE
587739646739677230,10000,486121,925,ANTICLOCKWISE
587739646739939547,10000,487396,660,CLOCKWISE
587739646742036533,10000,493730,1681,ANTICLOCKWISE
587739646743150617,10000,494994,2944,ANTICLOCKWISE
587739646743150720,10000,494994,2773,CLOCKWISE
587739646745968757,10000,501244,4766,ANTICLOCKWISE
587739646747345036,10000,503724,1006,CLOCKWISE
587739646747738208,10000,504956,4916,CLOCKWISE
587739647272157308,10000,471895,6375,CLOCKWISE
587739647272157309,10000,471895,2103,CLOCKWISE
587739647273271463,10000,475807,5120,CLOCKWISE
587739647273795715,10000,478400,784,CLOCKWISE
587739647274057808,10000,478402,3173,ANTICLOCKWISE
587739647274451157,10000,480983,3822,CLOCKWISE
587739647275761809,10000,486113,5179,ANTICLOCKWISE
587739647277072480,10000,489933,2956,ANTICLOCKWISE
587739647277858896,10000,492463,2416,ANTICLOCKWISE
587739647278645338,10000,494981,4595,CLOCKWISE
587739647279890556,10000,497492,2022,ANTICLOCKWISE
587739647281660056,10000,501233,4916,CLOCKWISE
587739647281856710,10000,502470,3073,ANTICLOCKWISE
587739647281922151,10000,502471,470,ANTICLOCKWISE
587739647282184283,10000,502473,1628,CLOCKWISE
587739647282643136,10000,502477,3702,ANTICLOCKWISE
587739647808962651,10000,473196,5230,CLOCKWISE
587739647809945733,10000,477100,1695,ANTICLOCKWISE
587739647815254114,10000,494979,1558,ANTICLOCKWISE
587739647815909467,10000,497484,2652,CLOCKWISE
587739647816761491,10000,499979,2611,CLOCKWISE
587739647820103773,10000,506169,4816,ANTICLOCKWISE
587739647820955748,10000,507400,165,CLOCKWISE
587739648346816624,10000,479683,1408,CLOCKWISE
587739648347668620,10000,482262,3228,ANTICLOCKWISE
587739648348586098,10000,486105,978,CLOCKWISE
587739648349044880,10000,487381,1454,CLOCKWISE
587739648349044959,10000,487381,1042,ANTICLOCKWISE
587739648351928400,10000,497476,1448,ANTICLOCKWISE
587739648352256128,10000,497479,2950,CLOCKWISE
587739648352256135,10000,498724,3404,CLOCKWISE
587739648353763417,10000,501218,2077,CLOCKWISE
587739648353894575,10000,502454,5239,CLOCKWISE
587739648353960076,10000,502455,787,ANTICLOCKWISE
587739648354877538,10000,503695,3006,ANTICLOCKWISE
587739648355270668,10000,504928,1682,CLOCKWISE
587739648356057214,10000,507383,2587,ANTICLOCKWISE
587739648358875236,10000,509844,2838,ANTICLOCKWISE
587739648889192612,10000,499967,1363,ANTICLOCKWISE
587739648889258093,10000,499967,2172,ANTICLOCKWISE
587739648889782429,10000,501210,3745,ANTICLOCKWISE
587739648889978979,10000,502447,2018,ANTICLOCKWISE
587739648890765451,10000,504915,3881,ANTICLOCKWISE
587739648890962017,10000,503688,1001,CLOCKWISE
587739648891748469,10000,506150,4092,ANTICLOCKWISE
587739648892665932,10000,508599,4741,CLOCKWISE
587739648895156244,10000,512258,4024,ANTICLOCKWISE
587739648896008325,10000,512266,3220,ANTICLOCKWISE
587739651030646929,10000,461694,3673,ANTICLOCKWISE
587739651032285351,10000,455054,1634,CLOCKWISE
587739651032744116,10000,452378,4827,ANTICLOCKWISE
587739651033923939,10000,445654,1896,ANTICLOCKWISE
587739651567190212,10000,465655,3346,CLOCKWISE
587739651567648938,10000,463020,988,ANTICLOCKWISE
587739651567779982,10000,463021,433,CLOCKWISE
587739651568435412,10000,460376,3625,CLOCKWISE
587739651568435441,10000,459047,4610,ANTICLOCKWISE
587739651569090692,10000,456389,2308,ANTICLOCKWISE
587739651570073818,10000,451040,3407,CLOCKWISE
587739651570270368,10000,451042,1830,ANTICLOCKWISE
587739651570598154,10000,448353,3215,CLOCKWISE
587739651570794643,10000,448355,450,CLOCKWISE
587739651571122345,10000,445657,4717,ANTICLOCKWISE
587739651571384585,10000,444305,2524,ANTICLOCKWISE
587739651571843233,10000,441593,2975,CLOCKWISE
587739652106420423,10000,456394,2508,ANTICLOCKWISE
587739652107206797,10000,452386,348,CLOCKWISE
587739652107600031,10000,449701,3117,CLOCKWISE
587739652111597867,10000,427921,4616,ANTICLOCKWISE
587739652640604420,10000,470903,3281,ANTICLOCKWISE
587739652641259769,10000,468290,152,CLOCKWISE
587739652642308352,10000,463029,1145,ANTICLOCKWISE
587739652643684608,10000,456398,2617,CLOCKWISE
587739652645454063,10000,447015,3616,CLOCKWISE
587739652645519547,10000,447016,591,ANTICLOCKWISE
587739652645585156,10000,445665,3501,ANTICLOCKWISE
587739652649451912,10000,423788,6483,CLOCKWISE
587739706327826546,10000,490072,2344,ANTICLOCKWISE
587739706329006196,10000,488817,2051,ANTICLOCKWISE
587739706331037806,10000,485020,134,CLOCKWISE
587739706331496519,10000,485024,1645,CLOCKWISE
587739706331889728,10000,483750,888,ANTICLOCKWISE
587739706333986964,10000,479917,3829,CLOCKWISE
587739706335166619,10000,476051,641,CLOCKWISE
587739706336084180,10000,473460,2684,ANTICLOCKWISE
587739706336346300,10000,472160,504,ANTICLOCKWISE
587739706337460346,10000,469555,3734,ANTICLOCKWISE
587739706338836628,10000,464307,4341,CLOCKWISE
587739706339688638,10000,461671,770,CLOCKWISE
587739706341195990,10000,456364,5759,ANTICLOCKWISE
587739706342899883,10000,448330,2416,ANTICLOCKWISE
587739706595934397,10000,490069,2840,CLOCKWISE
587739706864763010,10000,491335,4822,ANTICLOCKWISE
587739706865156346,10000,491340,521,CLOCKWISE
587739706865746029,10000,491345,1927,CLOCKWISE
587739706866663512,10000,490090,2732,CLOCKWISE
587739706867122295,10000,488828,3635,ANTICLOCKWISE
587739706867581086,10000,488833,116,ANTICLOCKWISE
587739706868236411,10000,487569,4478,ANTICLOCKWISE
587739706868236436,10000,487570,877,ANTICLOCKWISE
587739706868826289,10000,486303,5135,ANTICLOCKWISE
587739706870333468,10000,482483,3581,CLOCKWISE
587739706870661300,10000,481203,1492,ANTICLOCKWISE
587739706871119884,10000,481207,404,CLOCKWISE
587739706871185581,10000,479921,984,ANTICLOCKWISE
587739706872365225,10000,477349,1781,ANTICLOCKWISE
587739706873675953,10000,473467,3288,CLOCKWISE
587739706875445375,10000,466941,1422,CLOCKWISE
587739706875642120,10000,466943,1710,CLOCKWISE
587739706876756178,10000,462996,4506,ANTICLOCKWISE
587739706876887142,10000,461674,324,CLOCKWISE
587739706877870317,10000,457696,4474,CLOCKWISE
587739706878132373,10000,457698,4097,ANTICLOCKWISE
587739706879246554,10000,452360,4990,ANTICLOCKWISE
587739706880163982,10000,448334,1030,ANTICLOCKWISE
587739706881999051,10000,440219,472,ANTICLOCKWISE
587739706882130106,10000,438857,2295,CLOCKWISE
587739706882261205,10000,437493,4720,CLOCKWISE
587739706882719949,10000,436130,4482,CLOCKWISE
587739706883768521,10000,432027,3886,ANTICLOCKWISE
587739706883965271,10000,429278,1376,CLOCKWISE
587739706884686243,10000,426527,4677,CLOCKWISE
587739706885603425,10000,421000,3251,ANTICLOCKWISE
587739706885668978,10000,421000,5601,CLOCKWISE
587739706886259030,10000,416834,2921,CLOCKWISE
587739706886586905,10000,415444,2300,CLOCKWISE
587739707402616990,10000,492604,6461,CLOCKWISE
587739707403796594,10000,491355,5281,ANTICLOCKWISE
587739707407335557,10000,483766,2276,ANTICLOCKWISE
587739707407859755,10000,482489,5227,CLOCKWISE
587739707407991013,10000,482491,3698,ANTICLOCKWISE
587739707409891424,10000,477355,618,ANTICLOCKWISE
587739707409891442,10000,477355,1436,ANTICLOCKWISE
587739707410677938,10000,474769,4908,ANTICLOCKWISE
587739707411005635,10000,474772,6041,ANTICLOCKWISE
587739707411792118,10000,470870,4849,ANTICLOCKWISE
587739707412119581,10000,470873,2055,CLOCKWISE
587739707412381874,10000,469566,4052,ANTICLOCKWISE
587739707412775123,10000,468259,2368,CLOCKWISE
587739707413037233,10000,466948,3322,ANTICLOCKWISE
587739707413233668,10000,465632,5646,ANTICLOCKWISE
587739707415527583,10000,456370,5042,CLOCKWISE
587739707416051912,10000,455039,6574,ANTICLOCKWISE
587739707417034899,10000,449681,2678,ANTICLOCKWISE
587739707420180585,10000,434768,974,CLOCKWISE
587739707420508450,10000,433400,722,CLOCKWISE
587739707420705031,10000,432029,703,CLOCKWISE
587739707421098317,10000,430657,3564,ANTICLOCKWISE
587739707421229466,10000,430659,383,CLOCKWISE
587739707421687998,10000,427908,900,ANTICLOCKWISE
587739707422409038,10000,423772,1183,CLOCKWISE
587739707423654172,10000,416839,2451,ANTICLOCKWISE
587739707940405394,10000,493870,4057,ANTICLOCKWISE
587739707941716105,10000,491365,3781,CLOCKWISE
587739707942371496,10000,490109,624,ANTICLOCKWISE
587739707942633560,10000,490111,276,ANTICLOCKWISE
587739707943747600,10000,487586,3316,ANTICLOCKWISE
587739707945517234,10000,482497,2238,CLOCKWISE
587739707946827966,10000,479938,3899,ANTICLOCKWISE
587739707949318333,10000,472182,1482,CLOCKWISE
587739707949580440,10000,469570,910,CLOCKWISE
587739707950432494,10000,466953,2883,ANTICLOCKWISE
587739707952791746,10000,457708,646,ANTICLOCKWISE
587739707953578272,10000,455046,4594,ANTICLOCKWISE
587739707953840205,10000,453710,941,CLOCKWISE
587739707954036917,10000,452371,382,ANTICLOCKWISE
587739707955740831,10000,444296,4040,CLOCKWISE
587739707956723971,10000,438865,5627,CLOCKWISE
587739707957051710,10000,437504,294,CLOCKWISE
587739707957772571,10000,433404,176,CLOCKWISE
587739707959410982,10000,425156,892,ANTICLOCKWISE
587739707960394009,10000,419621,6022,ANTICLOCKWISE
587739707962097965,10000,409872,3867,ANTICLOCKWISE
587739708475244680,10000,498849,2756,CLOCKWISE
587739708475965598,10000,497611,1917,ANTICLOCKWISE
587739708476817513,10000,496371,753,ANTICLOCKWISE
587739708476817541,10000,496371,1617,ANTICLOCKWISE
587739708477079703,10000,496373,4345,CLOCKWISE
587739708477538493,10000,495127,857,CLOCKWISE
587739708478324878,10000,493880,1656,ANTICLOCKWISE
587739708478914730,10000,493885,4795,ANTICLOCKWISE
587739708478980324,10000,492629,3227,ANTICLOCKWISE
587739708480159925,10000,491380,1846,ANTICLOCKWISE
587739708481077286,10000,488859,5173,ANTICLOCKWISE
587739708481077362,10000,488859,5211,ANTICLOCKWISE
587739708482584724,10000,485058,536,CLOCKWISE
587739708483567739,10000,482508,825,ANTICLOCKWISE
587739708483567742,10000,482508,1469,ANTICLOCKWISE
587739708484092024,10000,481229,1657,ANTICLOCKWISE
587739708484485253,10000,478656,1653,CLOCKWISE
587739708485992662,10000,474784,2585,CLOCKWISE
587739708487172208,10000,469577,654,CLOCKWISE
587739708487368768,10000,468268,1078,CLOCKWISE
587739708487500047,10000,468269,2420,ANTICLOCKWISE
587739708487958667,10000,466959,2177,ANTICLOCKWISE
587739708489400477,10000,460365,2285,ANTICLOCKWISE
587739708490645570,10000,455048,4027,ANTICLOCKWISE
587739708490973269,10000,453712,3855,ANTICLOCKWISE
587739708491170066,10000,452373,4959,CLOCKWISE
587739708492284190,10000,447000,4674,ANTICLOCKWISE
587739708492546251,10000,447002,5237,CLOCKWISE
587739708492808383,10000,444298,3134,CLOCKWISE
587739708493725998,10000,440230,2024,CLOCKWISE
587739708495102207,10000,433408,3868,CLOCKWISE
587739709014016155,10000,497622,1366,CLOCKWISE
587739709014474834,10000,497626,395,ANTICLOCKWISE
587739709015851110,10000,495139,4340,CLOCKWISE
587739709016572001,10000,493892,4567,ANTICLOCKWISE
587739709018275970,10000,490129,660,ANTICLOCKWISE
587739709019586563,10000,486334,902,ANTICLOCKWISE
587739709021028592,10000,481230,2765,CLOCKWISE
587739709280288889,10000,501327,184,CLOCKWISE
587739719214235669,10000,490047,1954,ANTICLOCKWISE
587739719214563421,10000,490050,4192,CLOCKWISE
587739719214956621,10000,490054,1349,CLOCKWISE
587739719215546518,10000,490059,2635,CLOCKWISE
587739719216791695,10000,488805,767,CLOCKWISE
587739719217184955,10000,488808,3139,CLOCKWISE
587739719217381511,10000,488810,4061,CLOCKWISE
587739719217840360,10000,487545,4948,ANTICLOCKWISE
587739719218102365,10000,487547,4657,CLOCKWISE
587739719219871887,10000,485017,2744,ANTICLOCKWISE
587739719751630992,10000,492575,407,CLOCKWISE
587739719752024163,10000,492578,4983,ANTICLOCKWISE
587739719753924720,10000,491336,1835,ANTICLOCKWISE
587739719754907893,10000,490082,933,ANTICLOCKWISE
587739719756284001,10000,487560,763,ANTICLOCKWISE
587739719756873847,10000,486293,3591,CLOCKWISE
587739719759495233,10000,481199,5235,ANTICLOCKWISE
587739719761920121,10000,476057,3581,CLOCKWISE
587739719762575364,10000,473464,3611,CLOCKWISE
587739719762640986,10000,473465,2604,CLOCKWISE
587739719765852308,10000,461672,4206,CLOCKWISE
587739719766048868,10000,461673,5217,CLOCKWISE
587739719766966351,10000,457695,4579,ANTICLOCKWISE
587739719769194592,10000,448333,1640,CLOCKWISE
587739719770308769,10000,442930,4422,ANTICLOCKWISE
587739719771095167,10000,438855,2825,CLOCKWISE
587739719772536993,10000,432024,125,CLOCKWISE
587739719773651323,10000,426525,5575,CLOCKWISE
587739719773847822,10000,425146,2594,CLOCKWISE
587739720289222685,10000,493838,2295,ANTICLOCKWISE
587739720289681524,10000,493843,1095,CLOCKWISE
587739720289812545,10000,493843,5342,ANTICLOCKWISE
587739720291188831,10000,492599,5450,CLOCKWISE
587739720291385479,10000,492601,5173,CLOCKWISE
587739720291975289,10000,492606,4680,CLOCKWISE
587739720292630699,10000,491353,1987,CLOCKWISE
587739720293286009,10000,488830,1647,CLOCKWISE
587739720294400104,10000,488840,1326,ANTICLOCKWISE
587739720294990033,10000,486304,4582,CLOCKWISE
587739720297218148,10000,481208,117,CLOCKWISE
587739720298201260,10000,478640,2094,CLOCKWISE
587739720298594320,10000,478643,3402,CLOCKWISE
587739720300232839,10000,473472,2423,ANTICLOCKWISE
587739720300232842,10000,473472,2340,ANTICLOCKWISE
587739720300429384,10000,472171,1403,CLOCKWISE
587739720301871291,10000,466945,3064,CLOCKWISE
587739720302330008,10000,465632,3224,CLOCKWISE
587739720305017031,10000,453699,2765,CLOCKWISE
587739720307179701,10000,444288,851,ANTICLOCKWISE
587739720308424799,10000,438860,1184,ANTICLOCKWISE
587739720308490475,10000,437495,3458,ANTICLOCKWISE
587739720314323456,10000,407068,878,ANTICLOCKWISE
587739720823603314,10000,496321,450,ANTICLOCKWISE
587739720824193093,10000,496326,586,CLOCKWISE
587739720825438309,10000,496337,3727,ANTICLOCKWISE
587739720826290312,10000,496345,1879,ANTICLOCKWISE
587739720828125335,10000,493857,4984,CLOCKWISE
587739720828321935,10000,493859,3392,CLOCKWISE
587739720829108344,10000,493866,2882,CLOCKWISE
587739720830222472,10000,491359,4013,CLOCKWISE
587739720834023578,10000,483772,3270,ANTICLOCKWISE
587739720836579519,10000,476066,4273,ANTICLOCKWISE
587739720836972657,10000,474772,4064,ANTICLOCKWISE
587739720838873236,10000,469571,1946,ANTICLOCKWISE
587739720841363536,10000,459033,716,CLOCKWISE
587739720841822402,10000,456374,162,ANTICLOCKWISE
587739720841888001,10000,457707,2153,ANTICLOCKWISE
587739720841953473,10000,456375,1046,ANTICLOCKWISE
587739720843002037,10000,452369,1270,CLOCKWISE
587739720843264257,10000,449683,4641,CLOCKWISE
587739720843526344,10000,448339,2394,ANTICLOCKWISE
587739720843985142,10000,446994,4003,CLOCKWISE
587739720845361431,10000,441584,3884,ANTICLOCKWISE
587739720846344576,10000,436138,3013,ANTICLOCKWISE
587739720847327507,10000,430659,4986,ANTICLOCKWISE
587739720847589676,10000,429285,2096,ANTICLOCKWISE
587739720851259905,10000,408472,963,CLOCKWISE
587739720851259946,10000,408472,2262,CLOCKWISE
587739720851587373,10000,407072,1667,ANTICLOCKWISE
587739720851587584,10000,405667,5879,ANTICLOCKWISE
587739721360867442,10000,498817,1908,ANTICLOCKWISE
587739721361391764,10000,498822,757,CLOCKWISE
587739721363816552,10000,497599,2616,ANTICLOCKWISE
587739721364668500,10000,496359,893,CLOCKWISE
587739721365454923,10000,495115,1979,ANTICLOCKWISE
587739721366765696,10000,495127,4844,CLOCKWISE
587739721367748690,10000,492625,2765,ANTICLOCKWISE
587739721368535160,10000,491373,137,ANTICLOCKWISE
587739721369387133,10000,488852,870,ANTICLOCKWISE
587739721371877537,10000,483781,4781,CLOCKWISE
587739721372401741,10000,481221,2915,ANTICLOCKWISE
587739721372663905,10000,481223,4555,ANTICLOCKWISE
587739721373712569,10000,477364,1585,ANTICLOCKWISE
587739721373778031,10000,477364,3839,CLOCKWISE
587739721374105726,10000,476072,2913,CLOCKWISE
587739721377317032,10000,464325,5845,ANTICLOCKWISE
587739721377710253,10000,463008,560,ANTICLOCKWISE
587739721379479802,10000,455045,6520,CLOCKWISE
587739721383084192,10000,437504,3100,CLOCKWISE
587739721383346374,10000,437506,4826,ANTICLOCKWISE
587739721384526226,10000,430663,3083,ANTICLOCKWISE
587739721388720691,10000,407074,6586,CLOCKWISE
587739721898131537,10000,501300,5401,CLOCKWISE
587739721898328162,10000,501302,2459,ANTICLOCKWISE
587739721900097615,10000,500080,4697,ANTICLOCKWISE
587739721900490907,10000,500084,3273,CLOCKWISE
587739721901932613,10000,498855,3202,CLOCKWISE
587739721902784592,10000,497618,2323,ANTICLOCKWISE
587739721902850109,10000,497619,1917,CLOCKWISE
587739721905995918,10000,491378,3753,ANTICLOCKWISE
587739721907830899,10000,488866,7928,CLOCKWISE
587739721908682946,10000,485059,1464,ANTICLOCKWISE
587739721910583443,10000,479947,366,ANTICLOCKWISE
587739721910648970,10000,478658,333,ANTICLOCKWISE
587739721910780016,10000,479948,3248,CLOCKWISE
587739721910845497,10000,478659,2717,CLOCKWISE
587739721911763166,10000,476080,1053,CLOCKWISE
587739721913073825,10000,470884,4053,ANTICLOCKWISE
587739721915957344,10000,459041,3803,ANTICLOCKWISE
587739722169385094,10000,498847,294,CLOCKWISE
587739809409728661,10000,470815,324,ANTICLOCKWISE
587739809411629186,10000,468212,3263,ANTICLOCKWISE
587739809413136540,10000,462956,1751,CLOCKWISE
587739809413464180,10000,461635,2432,CLOCKWISE
587739809413791883,10000,461638,2628,ANTICLOCKWISE
587739809415757918,10000,456336,1636,ANTICLOCKWISE
587739809416085648,10000,455004,157,CLOCKWISE
587739809416675510,10000,452329,3151,ANTICLOCKWISE
587739809416872065,10000,452331,2768,CLOCKWISE
587739809417724137,10000,449651,2535,CLOCKWISE
587739809418313887,10000,446960,3877,CLOCKWISE
587739809420476653,10000,438834,4300,ANTICLOCKWISE
587739809946337420,10000,474722,2607,ANTICLOCKWISE
587739809946665117,10000,473425,82,CLOCKWISE
587739809947058255,10000,473428,2606,CLOCKWISE
587739809947123890,10000,472126,688,CLOCKWISE
587739809947189440,10000,472126,3983,ANTICLOCKWISE
587739809947582661,10000,472130,1179,ANTICLOCKWISE
587739809947648157,10000,472130,2192,CLOCKWISE
587739809948369040,10000,469522,3765,ANTICLOCKWISE
587739809950662757,10000,464282,4881,ANTICLOCKWISE
587739809950924896,10000,462964,2740,ANTICLOCKWISE
587739809951514670,10000,461646,928,ANTICLOCKWISE
587739809952104630,10000,460324,4412,CLOCKWISE
587739809952301201,10000,458997,2688,ANTICLOCKWISE
587739809955381285,10000,448311,4371,CLOCKWISE
587739809955840119,10000,446966,4837,ANTICLOCKWISE
587739809956429937,10000,444265,3646,ANTICLOCKWISE
587739809957019897,10000,441555,4144,ANTICLOCKWISE
587739809957216495,10000,441557,3003,CLOCKWISE
587739809957609611,10000,440199,3885,CLOCKWISE
587739809957675252,10000,438837,3910,CLOCKWISE
587739809958068559,10000,437476,5365,ANTICLOCKWISE
587739809959379340,10000,432009,2936,CLOCKWISE
587739809964294243,10000,408455,1848,ANTICLOCKWISE
587739809964753133,10000,405652,7287,ANTICLOCKWISE
587739809965474100,10000,401439,2880,ANTICLOCKWISE
587739810483339502,10000,476021,3968,ANTICLOCKWISE
587739810483536067,10000,476023,2161,ANTICLOCKWISE
587739810483667081,10000,476024,3489,CLOCKWISE
587739810483798187,10000,474728,1788,ANTICLOCKWISE
587739810484322401,10000,474732,4222,ANTICLOCKWISE
587739810484846854,10000,473436,4901,ANTICLOCKWISE
587739810485239985,10000,472137,3786,ANTICLOCKWISE
587739810485633217,10000,470835,2966,ANTICLOCKWISE
587739810486747255,10000,468225,4923,ANTICLOCKWISE
587739810488647843,10000,462972,3332,CLOCKWISE
587739810488975546,10000,461651,5093,CLOCKWISE
587739810489303207,10000,461654,4310,ANTICLOCKWISE
587739810489762048,10000,459003,910,ANTICLOCKWISE
587739810489958786,10000,457673,4730,CLOCKWISE
587739810490089636,10000,457675,2566,CLOCKWISE
587739810490613917,10000,457679,5172,ANTICLOCKWISE
587739810490679412,10000,456347,3860,ANTICLOCKWISE
587739810491793553,10000,452342,2363,ANTICLOCKWISE
587739810492121311,10000,451002,3095,CLOCKWISE
587739810492973278,10000,448318,2826,CLOCKWISE
587739810493366600,10000,445622,214,CLOCKWISE
587739810495594591,10000,437482,4208,ANTICLOCKWISE
587739810496839714,10000,432014,4886,CLOCKWISE
587739810497429812,10000,429268,1313,CLOCKWISE
587739810497757483,10000,426514,1256,CLOCKWISE
587739810498740420,10000,422375,1469,CLOCKWISE
587739810499920142,10000,416826,4364,CLOCKWISE
587739810500379066,10000,414043,4267,ANTICLOCKWISE
587739810501493136,10000,408458,7413,ANTICLOCKWISE
587739811020013721,10000,478608,1158,CLOCKWISE
587739811020275862,10000,477317,1355,CLOCKWISE
587739811021062193,10000,476029,3728,ANTICLOCKWISE
587739811021783255,10000,474738,4335,CLOCKWISE
587739811024797755,10000,468236,2276,CLOCKWISE
587739811025518661,10000,464293,3940,ANTICLOCKWISE
